Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"Datatron Technologies
3.9",-1,2016,"San Francisco, CA",Computer Hardware & Software,"We are looking for a Data Scientist to apply data mining techniques, perform statistical analysis, and build high quality prediction systems integrated with the Datatron platform.

Responsibilities & Duties:
Selecting features, building and optimizing machine learning models
Data mining using state-of-the-art methods
Predictive analysis on large datasets
Skills & Qualifications:
Experience with building non-trivial machine learning models
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with open-source machine learning packages, such as Sci-kit Learn, Weka, etc.
Experience with at least one object-oriented, scripting language (Python, Java/Scala, Ruby, Perl)
Proficiency in using query languages such as SQL, Hive or Pig
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good To Haves:
Degree in Computer Science or Data Science
Experience building deep learning models using open-source frameworks e.g. Tensorflow, Keras, Pytorch
Experience with data visualisation tools, such as Matplotlib, Plot.ly, D3.js, GGplot, etc.
Experience deploying machine learning models in production
Benefits:
Medical, Dental, and Vision
401k
PTO
Opportunities for growth
Lunch provided daily
Always stocked snack bar
Friday Happy Hours
Monthly Employee Outings
Free parking onsite
Clipper Card Benefits
Gym reimbursement
Referral bonus
Our commitment to diversity

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",Data Scientist / ML Engineer,"Los Altos, CA",3.9,Unknown / Non-Applicable,$110K-$145K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private
"Stitch Fix
3.3","Trunk Club, Le Tote, Bombfell",2011,"San Francisco, CA",Other Retail Shops,"ABOUT THE TEAM

At Stitch Fix, our data science team combines artificial intelligence together with expert-human judgment to generate innovative recommendations and insights that help our clients look and feel their best. The client relationship team focuses on building algorithm-driven product features with the goal of deepening the relationship between clients and Stitch Fix. Examples of some of the projects we work on include enhancing the way clients communicate with stylist about their needs and inspirations, flexing our service to match clients' changing circumstances, and enabling clients to discover similar and complementary items they'll love.

ABOUT THE ROLE

This role will work in close partnership with Engineering, Product, and UX to develop systems that maximize successful transactions and minimize fraud

YOU'RE EXCITED ABOUT THIS OPPORTUNITY BECAUSE YOU WILL
Prototype, test, and deploy algorithms for use in fraud recognition
Work in a collaborative, production-facing codebase that has close coupling with engineering systems
Conduct experiments to show causal impact of new ideas or implementations
Effectively communicate and share results with both technical and non-technical cross-functional partners
WE'RE EXCITED ABOUT YOU BECAUSE
You have 3+ years of experience implementing/designing machine learning algorithms
You have experience with coding/algorithm implementation
You have a creative, problem-solving mindset
You are able to work with both technical and non-technical partners (presentations, expectation management, getting people on-board with ideas)
You are interested in both collaborative ownership of a code-base as well as self-ownership of a capability
WHY YOU'LL LOVE WORKING AT STITCH FIX
We are a group of bright, kind and challenge-motivated people. You can be your authentic self here, and are empowered to encourage others to do the same!
We are a successful, fast-growing company at the forefront of tech and fashion, redefining retail for the next generation.
We are a technology and data-driven business.
We are committed to our clients and connected through our vision of ""Transforming the way people find what they love.""
We love solving problems, thinking creatively and trying new things.
We believe in autonomy & taking initiative.
We are challenged, developed and have meaningful impact.
We take what we do seriously. We don't take ourselves seriously.
We have a smart, experienced leadership team that wants to do it right & is open to new ideas.
We offer competitive compensation packages and comprehensive health benefits.
You will be proud to say that you work for Stitch Fix and will know that the work you do brings joy to our clients every day.
About Stitch Fix

At Stitch Fix, we're about personal styling for everybody and we believe in both a service and a workplace where you can be your best, most authentic self. We're the first fashion retailer to combine technology and data science with the human instinct of a Stylist to deliver a deeply personalized shopping experience. This novel juxtaposition attracts a highly diverse group of talented people who are both thinkers and doers. All of this results in a simple, powerful offering to our customers and a successful, growing business serving millions of men, women, and kids. We believe we are only scratching the surface on our opportunity, and we're looking for incredible people like you to help us carry on that trend.

Please review Stitch Fix's Recruiting Privacy Policy here:

https://www.stitchfix.com/privacy/usrecruitingprivacy",Data Scientist - Fraud,"San Francisco, CA",3.3,₹50 to ₹100 billion (INR),$110K-$145K (Glassdoor Est.),Retail,5001 to 10000 employees,Company - Public
"Levi Strauss
3.7","Gap, VF, NIKE",1853,"San Francisco, CA","Department, Clothing, & Shoe Shops","JOB DESCRIPTION


At Levi Strauss & Co, we are revolutionizing the apparel business and redefining the way denim is made.

We are taking one of the world’s most iconic brands into the next century:

from creating machine learning-powered denim finishes to using block-chain for our factory workers’ wellbeing, to building algorithms to better meet the needs of our consumers and optimize our supply chain.

Be a pioneer in the fashion industry by joining our global Data, Analytics & AI “startup with “assets,” where you will have the chance to build exciting solutions that will impact our Americas business and at the same time be part of a bigger, across-continents, data science community.

As a Data Scientist you will be a key part of the Data, Analytics and AI team and will create advanced analytics, machine learning, and AI solutions to better address our consumers’ needs while streamlining our processes and approaching the business in more innovative ways.

In this role, you will translate the needs of our cross-functional stakeholders into predictive models and actionable insights that will drive revenue and/or reduce cost, with emphasis on automation and business process improvement.

You will contribute to the global Data, Analytics & AI community, share your knowledge and leverage other colleagues’ experience.

About the Job:
Develop analytical solutions / production-ready models that solve real business problems, taking account of business needs and technology/operations landscape
Apply advanced analytics, machine learning, and AI techniques to derive business value from the full range of internal and external data sets, leveraging Cloud-based “Big Data” technology
Translate complex data and methodology into strategic, operationally feasible insights and recommendations
Communicate clearly and effectively to technical and non-technical audiences, verbally and visually, to create understanding, engagement, and buy-in
Identify trends and opportunities to drive innovation, both in what we do and how we do it
Document all code and approach; actively contribute to and re-use community best practices
Be a great team player who embodies the values and passions that characterize Levi Strauss; have empathy to engage with colleagues from a wide variety of backgrounds
About You:
Advanced Degree in Mathematics, Physics, Computer Science, Engineering, Statistics, or an equivalent discipline required
Experience in developing models and algorithms in a commercial environment with a track record of creating meaningful business impact
Strong SQL and Python skills required; proficiency in at least one open-source programming language (R, Java, C++ or another) desirable
Expertise in multivariate statistical modelling (e.g. clustering, regression, principal components and factor analysis, time-series forecasting, Bayesian methods) and machine learning (Random Forest, KNN, SVM, boosting and bagging, regularization etc.) required
Experience with cloud computing platforms (AWS, GCP or other), or equivalent on-premise platform
Ability to simultaneously coordinate and track multiple deliverables, tasks and dependencies across multiple stakeholders / business areas
Desirable:
Experience with neural networks and deep learning, using frameworks such as TensorFlow, desirable
Exposure to Deep Learning Models such as RNN/LSTM desirable
Proficiency with data visualization tools (D3.js, R Shiny, Looker, Tableau or similar) desirable
Proficiency with Spark or MapReduce
Experience working in agile methodology
Prior experience in retail or FMCG
LOCATION
1155 Battery St. San Francisco, CA, 94111
FULL TIME/PART TIME
Full time",Data Scientist II,"San Francisco, CA",3.7,₹100 to ₹500 billion (INR),$110K-$145K (Glassdoor Est.),Retail,10000+ employees,Company - Public
"Miles
2.3",-1,2016,"Redwood City, CA",Internet,"What you'll need:

Education
Master's/PhD (preferred) or Bachelor's (required) in CS/ML/AI or relevant computational/engineering discipline

Machine Learning/Data Science:
Solid theoretical understanding of ML fundamentals: linear algebra, probability, statistics (as relevant to ML), optimization
Knowledge of different ML techniques and when/how to use them: classification, regression, clustering, outlier detection, dimensionality reduction, etc.
Comfortable manipulating and analyzing complex, high-volume, high-dimensionality data from varying, heterogeneous sources
Experience with messy real-world data -- handling missing/incomplete/inaccurate data
Proficient in the Python ML ecosystem: NumPy, Pandas, SciPy, Scikit-Learn
Strong understanding of relational databases like PostgreSQL is a plus

Programming experience:
At least 2+ years of experience writing production-quality Python code
Version control: Git, GitHub/Bitbucket
Experience delivering large-scale deployable projects

Great to have
We deal with large volumes of geospatial data, so experience working with geospatial data at scale is a big plus
Knowledge of Python (Shapely, GeoPandas, Fiona, CartoPy, etc) and/or database (PostGIS) geometry/geospatial tools
Domain experience in building models for location-based services, transportation, scheduling, vehicle routing",Data Scientist,"Redwood City, CA",2.3,Unknown / Non-Applicable,$110K-$145K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private
"Miles
2.3",-1,2007,"San Diego, CA",Biotech & Pharmaceuticals,"About the Role
We are seeking a Data Scientist who will be responsible designing, modeling and developing algorithms for Genalyte’s analytics platform. This position supports, gathers, creates and maintains data and workflows for data analysis, handling and management. We need an individual ready to develop scripts to analyze data from multiple data sources and recommends enhancements to data workflow processes, designs, builds, implements, improves and maintains high performance and highly scalable automated data pipelines.
Role is responsible for:
Design, develop, and maintain algorithms and models used in the health analytics platform that reflect the functional needs of the business.
Gather and maintain appropriate data required for the models.
Perform analysis of data for evaluation, validation and optimization.
Present analysis and results using charts, tables, and reports to functional technical and non-technical leaders.

About You
This role requires you to be a proficient technical expert with at least 3 years of working experience in a Data Scientist role. This role also requires a PhD or Master’s degree in Biostatistics, Statistics, Mathematics or a related field. Beyond education and years of experience, you should be experienced with multiple statistical programming languages such as Python, R or Matlab.

The most successful candidates will be those who are self-motivated and enthusiastic for working in fast-paced and collaborative environment.

About Genalyte
Since 2007, Genalyte has been guided by the vision of performing panels of tests and receiving results within a few minutes. As we look to the future, Genalyte’s technology will transform health care- moving lab testing from the lab into the physician’s office.

We are well funded with outstanding growth potential. We are looking for individuals inspired by our technology and vision, who are eager to be at the ground level of this collaborative and entrepreneurial company.

We want to hire individuals who are interested in creating an innovative, fast-paced and dynamic work setting. We offer a competitive salary and benefits package to attract, motivate, and retain the highest caliber of employee.",Data Scientist,"Redwood City, CA",2.6,₹500 million to ₹1 billion (INR),$110K-$145K (Glassdoor Est.),Biotech & Pharmaceuticals,51 to 200 employees,Company - Private
"Facebook
4.5","Google, Microsoft, Apple",2004,"Menlo Park, CA",Internet,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.There are over 170 million public figures and businesses and on Facebook including celebrities, politicians, large global organizations, and small local businesses. As Facebook continues to grow and connect people, having a platform that allows public figures and businesses to connect meaningfully to their customers matters more now than ever. The Public Connections and Monetization team strives to make Facebook the best place for people to discover and interact with public figures and businesses that matter to them, and build the world's best, innovative monetization experiences that people, creators/publishers and advertisers love. Our team lives at the intersection of people, public figures, and businesses. We are looking for a strong Data Scientist to be part of our PC&M Ecosystem team. The ecosystem team executes complex, long term analytics projects within the PC&M organization and works closely with the PC&M leadership to shape the direction of the organization.An ideal fit for this role is a Data Scientist with deep technical knowledge and expertise in quantitative analytics (e.g. statistical inference, hypothesis testing, prediction modeling), with the ability to turn data into business insights, and excellent communication and leadership skills. The data scientist must be able to operate autonomously and scope out large analytical projects that deliver impact.

Responsibilities:

Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business products.
Define problems and opportunities in a complex or ambiguous area.
Inform, influence, support, and execute our product decisions and product launches.
Partner with Product and Engineering teams to solve problems and identify new levers to improve user experience.
Monitoring key product metrics, understanding root causes of changes in metrics.
Influencing product teams through presentation of data-based recommendations, and clearly communicating state of business, experiment results, etc. to product teams.
Mininum Qualifications:

Advanced degree in Statistics, Mathematics, Economics, Computer Science or other quantitative fields, or equivalent practical experience.
7+ years experience solving analytical problems using quantitative approaches.
Experience in Python, SQL or other programming languages.
Understanding of statistics (e.g., hypothesis testing, statistical inference, regressions, ML systems).
Experience communicating the results of analyses with product and leadership teams to influence the strategy of the product.
Preferred Qualifications:

PhD in Statistics, Mathematics, Economics, Computer Science or other quantitative fields with 5+ years of work experience
Development experience in any scripting language (Python, R, etc.)
Experience building and training statistical models
Outstanding communication skills
Experience to visualize data in a meaningful way to tell a story
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.

Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",Data Scientist - Public Connections and Monetization Ecosystem,"Menlo Park, CA",4.5,₹500+ billion (INR),$110K-$145K (Glassdoor Est.),Information Technology,10000+ employees,Company - Public
"Facebook
4.5","Google, Microsoft, Apple",2004,"Menlo Park, CA",Internet,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.The Infrastructure Quantitative Engineering group is responsible for the strategic analysis to support and enable the continued growth critical to Facebooks infrastructure organization. We are applied quantitative and computational experts using math, statistics and machine learning to measure & optimize cost, performance, reliability and efficiency of Facebooks infrastructure & global telecom systems to deliver the best experience to our global audience. The ideal candidate will be passionate about Facebook, have strong analytical and modeling aptitude and has experience using data to drive cost effective decision making.

Responsibilities:

Build pragmatic, scalable, and statistically rigorous solutions to large-scale web, mobile and data infrastructure problems by leveraging or developing state-of-the-art statistical and machine learning methodologies on top of Facebook's unparalleled data infrastructure
Work cross-functionally to define problem statements, collect data, build analytical models and make recommendations
Build and maintain data driven optimization models, experiments, forecasting algorithms, and machine learning models
Leverage tools like Python, R, Hadoop & SQL to drive efficient analytics
Communicate final recommendations and drive decision making
Mininum Qualifications:

Degree in quantitative field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research or other related field)
2+ years of industry or graduate research experience solving analytical problems and building models using quantitative, statistical or machine learning approaches
Experience with Machine Learning, Statistics, or other data analysis tools and techniques
Experience performing data extraction, cleaning, analysis and presentation for medium to large datasets
Experience with at least one programming language (i.e. Python, R, Java, or C++)
Experience writing SQL queries
Experience with scientific computing and analysis packages such as NumPy, SciPy, Pandas, Scikit-learn, dplyr, or ggplot2
Experience with statistics methods such as forecasting, time series, hypothesis testing, classification, clustering or regression analysis
Experience with data visualization libraries such as Matplotlib, Pyplot, ggplot2
Experience with machine learning libraries and packages such as PyTorch, Caffe2, TensorFlow, Keras or Theano
Preferred Qualifications:

Advanced degree (Masters or PhD or Equivalent experience) in quantitative field
Experience working with distributed computing tools (Hadoop, Hive, Spark, etc.)
Proficiency in algorithmic complexity
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.

Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",Research Data Scientist,"Menlo Park, CA",4.5,₹500+ billion (INR),$110K-$145K (Glassdoor Est.),Information Technology,10000+ employees,Company - Public
"NakedWines.com
5.0",-1,2008,"Norwich, United Kingdom",Food & Beverage Shops,"What is nakedwines.com?
We believe the wine industry is broken. Our mission at Nakedwines.com is to connect everyday wine drinkers with the world’s best winemakers. We currently serve a community of over 500,000 wine drinkers who invest in over 150 winemakers, globally.

Data Science at nakedwines.com:
Nakedwines.com has been a data lead organization from the beginning and we leverage data in just about every decision we make. However, while we have a robust analytics function, we’re just now starting on our data science journey so it's an exciting time to join the team! We have an incredible data asset that we feel is underutilized and we’re looking to change that.

We’re looking for a data scientist to help us:
Fully leverage our data assets by developing algorithms to give our customers an unparalleled, highly personalized experience on our website and mobile app
Improve and/or automate everyday decision making through the use of data
Work closely with our engineering teams to take ideas from offline prototypes to scalable production services
Play a foundational role in helping shape data science at nakedwines.com
Champion a data lead culture through the entire organization
We want to chat with you if:
You have 2+ years of industry experience in data science, or related, roles
You have a grasp of applied probability and statistics commensurate with a Masters degree or PhD in a quantitative discipline (note: there is no hard degree requirement)
You are highly proficient in Python or R (and their accompanying data science stacks) and have experience developing code in collaborative environments
You write SQL in your sleep (sorry, no divas here, we build our own datasets)
You can put together a decent slide deck and communicate complex ideas to colleagues in other areas of the business
You’ll stand out from the crowd if:
You have experience developing production ready algorithms. Bonus points for having played a role in deploying, monitoring, and supporting those models
You are naturally curious and eager to learn
You take initiative and can sell your ideas
You find purpose in helping to fix a broken industry
Note, you must be eligible on your own to work in the US to qualify. An employer sponsored work visa is not currently available for this role.

Nakedwines.com is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.",Data Scientist,"Napa, CA",5.0,₹10 to ₹50 billion (INR),$110K-$145K (Glassdoor Est.),Retail,201 to 500 employees,Company - Public
"Watchful
4.4",-1,-1,"Apopka, FL",Security Services,"Watchful is a platform that makes machine teaching easy, scalable, and automated. The biggest blocker to delivering ML models in production is no longer the algorithms, but the data (or lack thereof) to train the models. Currently, this has been solved by scaling-out human annotators or labelers and there are a number of managed services that have risen to meet this need. However, for use cases that require specific context (intelligence, legal, cyber, etc.) and/or is based on sensitive or classified data, these solutions are untenable.

Watchful is a disruptive automated annotation platform that puts the power back in the hands of data scientists and subject matter experts to label orders of magnitude more data, in orders of magnitude less time.

We are backed by some of the best investors in tech - Foundation Capital, Quest Venture Partners, FF VC, and Haystack. We are currently hiring engineers and data scientists to join our focused team. We have a number of pilot customers and are currently working towards launching a private beta in Q1 2020, with a wider release slated for Q2/Q3 2020. Engineers and Data Scientists who join us can expect to work with an extremely interesting technology stack (ClojureScript/Rust/Python), touch exotic environments, and solve deep pains for our users across a number of verticals.

We're looking for qualified Data Scientists to help us build the next evolution of our ML stack. Specifically, you might work on our ""Statistical label model"", Explainability & Feedback Loop, Data Exploration functionality, and other core areas of our product. We use Unsupervised, Active, Transfer, and Weakly Supervised learning in various capacities throughout our product so you'll have an opportunity to touch many different forms of machine learning across our stack.


As a company, we focus on having a healthy work-life balance and supporting an environment where the best ideas win, regardless of who came up with them. Our team is passionate about both self and team improvement, and we’ve cultivated a supportive culture that gets results.
About You
You have 3+ years of experience working on Machine/Deep Learning systems in a professional capacity
You have real-world experience using PyTorch, Tensorflow, or some other framework
Bonus: You have a PhD/MS with relevant experience in the field of Machine Learning or Deep Learning
Bonus: You have a deep background in Statistics or Probability Theory
Bonus: You have experience with one (or more) of: Active, Transfer, or Weakly Supervised learning
Bonus: You know Clojure, Rust, or Python
This is a role at an early stage startup, so you'll have opportunities to work on very high-impact projects and have significant ownership of the product. You'll work with our founding team members who all hail from marquee tech companies (i.e: Facebook/LinkedIn/Splunk) and were previously in senior positions.



This is a role at an early stage startup, so you'll have opportunities to work on very high-impact projects and have significant ownership of the product. You'll work with our founding team members who all hail from marquee tech companies (i.e: Facebook/LinkedIn/Splunk) and were previously in senior positions.",Data Scientist,"San Francisco, CA",4.4,Unknown / Non-Applicable,$110K-$145K (Glassdoor Est.),Business Services,1 to 50 employees,Company - Private
"Landing AI
4.5",-1,2017,"Palo Alto, CA",Enterprise Software & Network Solutions,"Conduct data science research including utilizing probabilistic graphical models (PGMs) and Pearson correlation to analyze how each feature in machine learning models impacts the final prediction outcome.
Conduct quantitative performance evaluation on models using mean average precision (mAP), F-beta-scores and confusion matrices.
Use knowledge of and experience with modern data science and machine learning models including Convolutional Neural Network architectures, Gaussian processes, Random Forests, Support Vector Machines.
Build natural language processing models such as Transformer Networks using pre-training methods like XLNet and BERT for sentiment analysis to improve marketing strategy.
Utilize Convex Optimization and libraries such as CVXPY for particle tracking applications.
Requirements:
Master degree in Statistics, Mathematics or related fields plus one year experience in the job offer or 1 year experience as a Machine Learning Statistical Modeling Engineer or related occupation.
Requires 1 year of experience using knowledge of and experience with deep learning frameworks including TensorFlow, Pytorch, and Keras to build machine learning and statistical models; using knowledge of and experience with machine learning training experiments on high powered NVIDIA GPU machines and deploy models with Docker using AWS Elastic Container Service (ECS); using knowledge of and experience with Python or Javascript to implement and maintain medium to large scale software projects (10,000+ lines of code); using knowledge of and experience with data and statistics tools including Pandas, Numpy, Scikit-Learn, and Plotly for tasks including data processing, data visualization; Using knowledge of and experience with web development frameworks including React front-end, Django back-end, Jenkins continuous integration, and SQL database.",Data Scientist,"Palo Alto, CA",4.5,Unknown / Non-Applicable,$110K-$145K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
"Match Relevant
4.3",-1,-1,"Laguna Beach, CA",Advertising & Marketing,"Due to COVID-19, applicants will be interviewed remotely. And you can start working remotely due to COVID-19 if you get hired

To present yourself best, download your free ""Remote Interview Checklist"" https://match-relevant.com/free-checklist

Do you love working for companies that make the world a better place? We recently received FDA approval on our medical device that is saving lives. We love people who have challenged the status quo, disrupt industries and have brought innovation into market. We are looking for Data Scientists with experience in signal processing, time-series analysis, pattern recognition and machine learning. To improve your odds of an interview, schedule here: https://calendly.com/jake-villarreal/calendar

The Work:
Working with the founders and Data Scientist team, focused on biological signal processing and algorithm development for biomedical applications.
The Role:

6+ years of experience in signal processing, statistical data analysis, pattern recognition and machine learning
Proficient in one of the following: Matlab, Python, R or similar programming language
Experience and interest in biological signal processing and algorithm development for biomedical applications
Strong analytical skills, detail-oriented and collaborative
MS or PhD in Electrical Engineering, Computer Science, Statistics, or equivalent disciplines",Data Scientist,"Mountain View, CA",4.3,Unknown / Non-Applicable,$110K-$145K (Glassdoor Est.),Business Services,1 to 50 employees,Company - Private
"Instacart
3.3",-1,2012,"San Francisco, CA",Internet,"OVERVIEW

You will be joining a growing data science team and will tackle some of the most challenging and impactful problems that are transforming how people buy groceries every day. You will be embedded within our data-driven product team as a trusted partner in uncovering barriers in the product's usability and utilize these insights to inform product improvements that drive angle-changing growth. We're looking for a self-driven, strategic thinker who can hit the ground running to ultimately influence decision-making across the entire organization.

ABOUT THE JOB
Own analytical frameworks that guide the product roadmap
Design rigorous experiments and interpret results to draw detailed and actionable conclusions
Develop statistical models to extract trends, measure results, and predict future performance of our product
Build simulations to project impact of various product and policy interventions
Enable objective decision making across the company by democratizing data through dashboards and other analytical tools
Use expertise in causal inference, machine learning, complex systems modeling, behavioral decision theory etc. to shape the future of Instacart
Present findings in a compelling way to influence Instacart's leadership
ABOUT YOU
5+ years experience working in a quantitative role at a product company or a research organization
Ability to run rigorous experiments and come up with scientifically sound recommendations
Ability to write complex, efficient, and eloquent SQL queries to extract data
Ability to write efficient and eloquent code in Python or R
A desire to build and improve consumer software products
Ability to translate business needs into analytical frameworks
Eagerness to learn, flexibility to pivot when needed, savviness to navigate and thrive in a dynamic environment, and a growth mindset needed to build a successful team and company",Senior Data Scientist,"San Francisco, CA",3.3,Unknown / Non-Applicable,$110K-$145K (Glassdoor Est.),Information Technology,1001 to 5000 employees,Company - Private
"Stitch Fix
3.3","Trunk Club, Le Tote, Bombfell",2011,"San Francisco, CA",Other Retail Shops,"About the TeamAt Stitch Fix, our data science team combines artificial intelligence together with expert-human judgment to generate innovative recommendations and insights that help our clients look and feel their best. The client relationship team focuses on building algorithm-driven product features with the goal of deepening the relationship between clients and Stitch Fix. Examples of some of the projects we work on include enhancing the way clients communicate with stylist about their needs and inspirations, flexing our service to match clients changing circumstances, and enabling clients to discover similar and complementary items theyll love.

About the Role
This role will work in close partnership with Engineering, Product, and UX to develop algo-driven product experiences

You're excited about this opportunity because you will
Prototype, test, and deploy algorithms that continue to improve upon the user experience
Work in a collaborative, production-facing codebase that has close coupling with engineering systems
Conduct experiments to show causal impact of new ideas or implementations
Effectively communicate and share results with both technical and non-technical cross-functional partners

Were excited about you because
You have 3+ years of experience implementing/designing machine learning algorithms
You have experience with coding/algorithm implementation
You have a creative, problem-solving mindset
You are able to work with both technical and non-technical partners (presentations, expectation management, getting people on-board with ideas)
You are interested in both collaborative ownership of a code-base as well as self-ownership of a capability

Why you'll love working at Stitch Fix
We are a group of bright, kind and challenge-motivated people. You can be your authentic self here, and are empowered to encourage others to do the same!
We are a successful, fast-growing company at the forefront of tech and fashion, redefining retail for the next generation.
We are a technology and data-driven business.
We are committed to our clients and connected through our vision of Transforming the way people find what they love.
We love solving problems, thinking creatively and trying new things.
We believe in autonomy & taking initiative.
We are challenged, developed and have meaningful impact.
We take what we do seriously. We dont take ourselves seriously.
We have a smart, experienced leadership team that wants to do it right & is open to new ideas.
We offer competitive compensation packages and comprehensive health benefits.
You will be proud to say that you work for Stitch Fix and will know that the work you do brings joy to our clients every day.

About Stitch Fix
At Stitch Fix, were about personal styling for everybody and we believe in both a service and a workplace where you can be your best, most authentic self. Were the first fashion retailer to combine technology and data science with the human instinct of a Stylist to deliver a deeply personalized shopping experience. This novel juxtaposition attracts a highly diverse group of talented people who are both thinkers and doers. All of this results in a simple, powerful offering to our customers and a successful, growing business serving millions of men, women, and kids. We believe we are only scratching the surface on our opportunity, and were looking for incredible people like you to help us carry on that trend.",Data Scientist - Client Recommendations,"San Francisco, CA",3.3,₹50 to ₹100 billion (INR),$110K-$145K (Glassdoor Est.),Retail,5001 to 10000 employees,Company - Public
