Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"Wilbur Labs
5.0",-1,2016,"San Francisco, CA",Internet,"About Wilbur Labs
Wilbur Labs is a startup studio that is building a portfolio of companies at the intersection of marketing and technology. We are founded by a team of ex-Googlers who are reinventing the way companies are built by leveraging data and automation across the entire business lifecycle. Our approach to building businesses eliminates inefficiencies and opens the door to scaling much faster than traditional companies.

Role & Responsibilities
Work closely with various stakeholders to produce data-driven business insights
Own analytics dashboards across the Wilbur Labs portfolio
Design and run A/B tests and other experiments for the companies in the portfolio
Build cutting-edge ML models to solve complex technological problems for the companies in Wilbur Labs portfolio

Minimum Qualifications
Applied experience executing analysis, communicating results and developing metrics that matter
Experience with data tools - SQL, Python; proficiency with spreadsheets
Track record of building and launching Machine Learning models as part of working products
Solid understanding of the A/B testing and experiment design both in theory and in practice
Comfortable and effective at juggling multiple projects and priorities simultaneously in a fast paced work environment
Ability to communicate clearly in reports and documentation
Preferably be located in or willing to relocate to the San Francisco Bay Area

BONUS POINTS
2+ years experience working in an analytics organization or related field
A solid math and statistics background
A Masters degree (or higher) in a technical field (Data Science, Statistics, Operations Research, Math, Computer Science, Physics)
Understanding of BI/analytics tools (Tableau, Power BI, Looker, Sigma etc.)
Knowledge of experimentation platforms (Optimizely, VWO, Omniconvert etc.)
Experience with Google Cloud (BigQuery, Data Studio)",Data Scientist/Analyst - Wilbur Labs,"San Francisco, CA",5.0,Unknown / Non-Applicable,$119K-$187K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private
"ChaTeck Incorporated
5.0",-1,-1,"Santa Clara, CA",Advertising & Marketing,"100 Remote Opportunity As an AINLP Data Scientist you will be responsible for building AI and Data Science models with a main focus on data extraction and insights from form or any text corpora. You will need to rapidly prototype various algorithmic implementations and test their efficacy using appropriate experimental design and hypothesis validation. Responsible for big dataanalytics projects that gather and integrate large volumes of data. Specializes in developing and programming methods, processes, and systems to consolidate and analyze unstructured, diverse big data sources to generate insights and solutions for client services and product enhancement. Acquires data from multiple data sources to perform analysis. Implements and validates predictive models as well as create and maintain statistical models with a focus on big data. Identifies, analyzes and interprets trends or patterns in complex data to provide answers to business questions as well as provide recommendations for action. Interprets data and analyzes results using various advanced statistical techniques and tools. Presents data and analysis in a clear and concise manner allowing the audience to quickly understand the results and recommendations and make data driven decisions. Collaborates with various partners to prioritize requestsneeds and provide a holistic view of the analysis. Measures and monitors results of applied recommendations and present adjustments. Ensures all data acquisition, sharing and results of applied recommendations are compliant with company standards. Basic Qualifications Bachelor's degree in a quantitative field such as statistics, computer science, engineering or applied mathematics, or equivalent work experience 7 plus years of relevant experience Preferred SkillsExperience PhD or MS in Computer Science, Computational Linguistics, Artificial Intelligence with a heavy focus on NLPText mining with 5 years of relevant industry experience. Creativity, resourcefulness, and a collaborative spirit. Knowledge and working experience in one or more of the following areas Natural Language Processing, Clustering and Classifications of Text, Question Answering, Text Mining, Information Retrieval, Distributional Semantics, Knowledge Engineering, Search Rank and Recommendation. Deep experience with text-wrangling and pre-processing skills such as document parsing and cleanup, vectorization, tokenization, language modeling, phrase detection, etc. Proficient programming skills in a high-level language (e.g. Python, R, Java, Scala) Being comfortable with rapid prototyping practices. Being comfortable with developing clean, production-ready code. Being comfortable with pre-processing unstructured or semi-structured data. Experience with statistical data analysis, experimental design, and hypothesis validation. Project-based experience with some of the following tools Natural Language Processing (e.g. Spacy, NLTK, OpenNLP or similar) Applied Machine Learning (e.g. Scikit-learn, SparkML, H2O or similar) Information retrieval and search engines (e.g. ElasticsearchELK, SolrLucene) Distributed computing platforms, such as Spark, Hadoop (Hive, Hbase, Pig), GraphLab Databases ( traditional and NOSQL) Proficiency in traditional Machine Learning models such as LDAtopic modeling, graphical models, etc. Familiarity with Deep Learning architectures and frameworks such as Pytorch, Tensorflow, Keras.",Data Scientist,"San Francisco, CA",5.0,₹100 to ₹500 million (INR),$119K-$187K (Glassdoor Est.),Business Services,1 to 50 employees,Company - Private
"Amazon
3.9","Google, Microsoft, Walmart",1994,"Seattle, WA",Internet,"Excited by using massive amounts of data to develop Machine Learning (ML) and Deep Learning (DL) models? Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI)? Eager to learn from many different enterprises use cases of AWS ML and DL? Zealous to be key part of Amazon, who has been investing in Machine Learning for decades, pioneering and shaping the worlds AI technology?


At Amazon Web Services (AWS), we are helping large enterprises build ML and DL models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. Our Professional Services organization works together with our AWS customers to address their business needs using AI.


AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML or DL models, wed like to have you on our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers.

This role will focus specifically on AWS most complex and largest customers in the world to help solve a wide range of business problems. Consultants will provide deep and broad insight to customers and partners to help remove constraints that prevent them from leveraging AWS services to create strategic value.
A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions. It will be a person who likes to have fun, loves to learn, and wants to innovate in the world of AI.
Major responsibilities include:
· Understand the customers business need and guide them to a solution using our AWS AI Services, AWS AI Platforms, AWS AI Frameworks, and AWS AI EC2 Instances .
·
· Assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models to deliver business impact to the organization.
·
· Use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help our customers build DL models.
·
· Use SparkML and Amazon Machine Learning (AML) to help our customers build ML models.
·
· Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data.
·
· Work with our Professional Services DevOps consultants to help our customers operationalize models after they are built.
·
· Assist customers with identifying model drift and retraining models.
·
· Research and implement novel ML and DL approaches, including using FPGA.
·

This is a customer facing role. You will be required to travel to client locations and deliver professional services when needed.


Note: If you do not live in a market where we have an open Data Scientist position, please feel free to apply. Our Data Scientists can live in any location that has an AWS office.




Basic Qualifications

· A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent experience
· 4+ years of industry experience in predictive modeling, data science and analysis
· Previous experience in a ML or data scientist role and a track record of building ML or DL models
· Experience using Python and/or R
· Experience using ML libraries, such as scikit-learn, caret, mlr, mllib
· Experience in writing and tuning SQL
· Experience with SparkML
· Experience working with GPUs to develop model
· Experience handling terabyte size dataset
· Experience using data visualization tools

Preferred Qualifications

· PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
· 4+ years of industry experience in predictive modeling and analysis
· Skills with programming languages, such as Java or C/C++
· Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations
· Consulting experience and track record of helping customers with their AI needs
· Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences
· Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR
· Combination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customers organization
· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment
· Experience diving into data to discover hidden patterns
· Able to write production level code, which is well-written and explainable
Amazon.com is an Equal Opportunity-Affirmative Action Employer Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation / Age.


Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records",Data Scientist,"San Francisco, CA",3.9,₹500+ billion (INR),$119K-$187K (Glassdoor Est.),Information Technology,10000+ employees,Company - Public
"Mindstrong
3.6",-1,2014,"Mountain View, CA",IT Services,"This role can be based out of Mountain View, CA or San Francisco, CA

Who is Mindstrong?

Mindstrong is a research-driven, consumer-focused mental healthcare company working to unlock a new virtual care model for delivering healthcare to people living with a serious mental illness (SMI) through innovations in measurement science, and care delivery. Our services are offered to people with an SMI through active partnerships with several nationwide health insurance payers.

As a Series C company, we have a blend of science, technology, and healthcare talent to help us unlock this paradigm-shifting approach, including the likes of National Institute for Mental Health, Stanford Center for Neurobiological Imaging, Uber, Facebook, Google, Apple, Oscar Health, and CMS.

We'd love to talk more!

What is the Data Scientist role?

We're looking for Data Scientists to join our growing team of people passionate about changing mental healthcare. In this role, you will work cross functionally and partner with engineers, product managers, data analysts, and the clinicians who directly deliver care to our Mindstrong members. You will lead projects that derive value from our extensive amount of data and will work on problems related to predicting and measuring mental health outcomes, optimizing our growth funnel, matching clinicians with patients, increasing the efficiency of clinical services, and making recommendations for impactful interventions. Our team works across the company to help influence decision-making, and your work will have a direct impact on our patient population.

What you'll be doing:
Become an expert in building healthcare critical machine learning applications that remap brain circuits from human-computer interaction patterns
Create highly scalable and adaptive online/streaming learning algorithms that impact the lives of millions of people daily
Help our business scale by optimizing our growth funnel and increasing the efficiency of clinical operations
Work with a high-performance engineering team to deploy these applications in a highly scalable and distributed infrastructure
Improve the quality and availability of care for millions of people around the world
Who you are:
You feel good about your work knowing that what you do will affect the lives of millions of people around the world
Eager to thrive in a startup environment
Strong communicator (oral and written)
A good person, highly ethical, and accepting of others
Your background and skills:
A strong developer; technical challenges of all types excite you
Interested in contributing your opinions and perspective to solve the challenges that our users face
Possess extensive end-to-end project experience using machine learning, deep learning, optimization, or causal inference to solve complex real-world problems. Have a proven track record of delivering impactful results and high quality work on tight schedules
Have experience using Python/R for data analysis, modeling, and writing production code
PhD (preferred) or MS in statistics, computer science, operations research, economics, mathematics, or related disciplines with an emphasis on both theory and application, OR equivalent experience
Competitive Benefits:
Medical, Dental, and Vision coverage
401k
10 paid holidays
Unlimited PTO
Fully stocked kitchen and catered lunches
Casual dress code
Telecommuting benefits
Join us in our journey to transform the future of brain health!

Mindstrong is proud to be an Equal Employment Opportunity employer that celebrates diversity. We are committed to providing equal employment opportunities to all employees and applicants. All individuals seeking employment at Mindstrong are considered without regard to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, sexual orientation, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment. Mindstrong also strives for a safe and robust workplace and prohibits harassment of any kind. If you have a disability or special need that requires accommodation for interviewing, please let us know by emailing us at recruiting@mindstronghealth.com.",Data Scientist,"San Francisco, CA",3.6,Unknown / Non-Applicable,$119K-$187K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
"Motif Investing
2.8",-1,2010,"San Mateo, CA",Brokerage Services,"Motif Capital - Data Scientist

We are surrounded by unstructured data on companies and the economy. As an experienced data scientist, you are familiar with a variety of machine learning and natural language processing techniques and have applied them to real world problems. You will develop these algorithms at Motif Capital, apply them to interesting unstructured datasets, and derive quantitative insights. You are comfortable expressing your research process in well-structured code, and taking an idea from inception to implementation.

You will be an integral part of Motif Capital's core investing team, helping to build out its data-driven investment process through infrastructure, technology, and unique datasets. This is a very demanding role within a fast-paced team environment that will require an entrepreneurial attitude and the ability to manage multiple priorities and get assignments done. The insights drawn from your research will feed into our machine learning pipelines, to continuously update and adapt our portfolios to changing micro- and macro-economic conditions.

Motif Capital is modernizing fundamental investment research. We combine traditional and non-traditional data sources, containing structured and unstructured data, deriving quantitative insights to power our clients' long-term investments. We are a small team, dedicated to scaling through automation in order to keep our clients' money invested in their portfolios, not their advisor.

Job Requirements:
Bachelors of Science in Computer Science, Statistics, Engineering, Physics, or related quantitative field with strong record of academic achievement
3+ years of experience using machine learning and specifically natural language processing to mine unstructured data, extracting information from documents such as electronic filings, contracts, news, patents etc.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Professional experience with one or more of Java, Hibernate, Python, Scala, C/C++.
Experience with Numerical / Scientific Python (NumPy, SciPy, Pandas)
Knowledge of machine learning pipelines using Scala / Spark or Python / scikit-learn
Possess intellectual curiosity and a strong passion for investing and financial markets
Bonus points:
Masters degree or higher in Computer Science or related quantitative field with specialization in natural language processing and/or machine learning
Experience with distributed computing architectures
Experience with tools for statistical computing (e.g. R, NumPy, SciPy).
Experience with big data technologies like Apache Spark, Hadoop, Cassandra, etc.
About Motif Capital:

Motif Capital Management is a next-generation global equity investment manager that specializes in the management of thematic investment strategies for financial institutions such as private wealth management, investment companies, endowments, and family offices. Our unique disciplined, scientific, and transparent approach to thematic investing relies on combining data-driven insights with objective fundamental research, algorithmic portfolio design and cutting-edge technology & analytics. Our goal is to work with our institutional partners to act on the economic, socio-political, and technological forces that are shaping the global economy for the benefit of their clients' portfolios. Learn more at www.motifcapital.com.

Motif Capital Management, Inc. is an SEC registered investment advisory firm located in San Mateo, California. The company is privately held and a wholly owned subsidiary of Motif Investing Inc.

About Motif Investing:

Motif Investing is an online broker-dealer that is transforming the way retail investors invest and manage wealth. Motif Investing offers self-directed investors a concept-driven trading platform that enables them to trade ""motifs""-intelligently-weighted basket of stocks and ETFs built around themes, investing styles or multi-asset models- for low fees. Based in San Mateo, the company's investors include Goldman Sachs, JPMorgan Chase, Balderton Capital, Renren, Foundation Capital, Ignition Partners, Norwest Venture Partners, and Wicklow Capital, with notable board members including former SEC Chairman Arthur Levitt and former Boston Consulting Group CEO Carl Stern. Learn more at https://www.motifinvesting.com.",Motif Capital - Data Scientist,"San Mateo, CA",2.8,₹500 million to ₹1 billion (INR),$119K-$187K (Glassdoor Est.),Finance,51 to 200 employees,Company - Private
"ClassDojo
4.3",-1,2011,"San Francisco, CA",Computer Hardware & Software,"ClassDojo's ultimate goal is to create an education system that gives every child on Earth an education they love. We are doing this by bringing together communities of teachers, children and families, and then helping them get learning experiences their children love. Last school year, we served over 40 million children—with a team of just 45.

Data is core to how ClassDojo makes decisions. As our third Data Scientist / Product Analyst, you'll help create and monetize and analyze products reaching tens of millions of parents, teachers, and children, building a global consumer education business. You'll grow ClassDojo to our next major milestone: reach 100 million+ active families, and tens of millions in revenue, while deepening our brand love.

As a data science team, we work closely with partners across product, engineering, design, research and marketing to develop business insights and make actionable recommendations. We're looking for high-performing generalist data scientists, with experience in product and/or business analytics, to come work alongside us to take on some of the most interesting and impactful problems in education.

You'll lead us on all aspects of business and revenue, and you'll also be part of a high context, cross-functional team, where we value learning quickly to build a modern education system for hundreds of millions of teachers, children and families. You'll pursue a variety of problems ranging from understanding our users, to ensuring we invest in the right growth strategies in each of the 180+ countries we operate it, to growing our community, to empowering teams to find their own answers. You'll work with colleagues across the business to uncover insights, design experiments and measure the impact, and ultimately help influence decision-making across the entire company.

What you'll do:
Partner with product managers, engineers, marketers, designers, and operators to define product strategy and direction
Develop analytical frameworks to monitor business and product performance, including growth and engagement
Develop and own the company revenue model and forecasts
Identify opportunities for growth by designing and analyzing product experiments, working with cross-functional teams to translate insights into action
Empower teammates with the skills and tools to make data-driven decisions.
Relevant skills / experience
3+ years of industry experience in a data science or analytics role
2+ years industry experience in business/revenue focused role
Ability to write structured and efficient SQL queries on large data sets
Experience designing AB/multivariate tests and drawing actionable conclusions
Ability to visualize and communicate insights to stakeholders
Experience in programming, especially with data science libraries in Python or R
A bachelor's degree in Engineering or a related field
Bonus: Experience with data pipelines: transforming raw production and external data into user-friendly tables.
About ClassDojo
ClassDojo's mission is to bring communities together, and help them create an education experience their children love. Founded in 2011 (ImagineK12 / Y Combinator) and based in San Francisco, California, ClassDojo started as a communication app: a simple way for teachers, families, and children to share the magic of the school day through photos, videos, and messages. It creates a close-knit classroom community, and exciting, inspiring and creative classrooms and homes for kids. We're one of the fastest growing education companies of all time, used and loved by tens of millions of teachers, families and children in 90% of K-8 schools in the US, and 180 other countries.

You can read more about our vision to change education from the ground up here: https://medium.com/@samchaudhary/https-medium-com-samchaudhary-how-to-change-education-from-the-ground-up-f82b8f3e4b95.

The Team
We believe focused, talented, non-hierarchical teams can achieve a surprising amount: https://blog.ycombinator.com/its-surprising-how-much-small-teams-can-get-done-sam-chaudhary-of-classdojo/. Our team is made up of engineers, designers, and educators from around the world, with deep backgrounds in education, as well as from leading consumer internet organizations like Instagram, Netflix, Dropbox, Uber, Y Combinator and more. We're building a company that will transform education, and one that is the kind of place we've all always wanted to work. We believe you'll do the best work of your life here.

Diversity

ClassDojo's vision is to give every child on Earth an education they love. We strongly feel the best way to do this is to work with people from diverse backgrounds that truly reflect the world. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. In accordance with the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records. We are happy to accommodate any disabilities or special needs. We hire both locally in San Francisco, and distributed teammates around the world.

If you're excited about having an impact in education at massive scale, we'd love to hear from you.",Data Scientist / Product Analyst,"San Francisco, CA",4.3,Unknown / Non-Applicable,$119K-$187K (Glassdoor Est.),Information Technology,1 to 50 employees,Company - Private
"CrunchBase
4.2",-1,2007,"San Francisco, CA",Internet,"About CrunchbaseCrunchbase helps the world discover and connect with the companies that matter. Our data platform is the foundation on top of which all these connections can be made - it not only powers the data at the heart of Crunchbase, but also hundreds of external sites and applications around the world. Our mission is to democratize the way innovators connect to opportunities, and over 50 million professionals-including entrepreneurs, investors, market researchers, and salespeople-trust Crunchbase to inform their business decisions.Engineering at CrunchbaseThe Crunchbase engineering team is a dynamic, fast-paced team that is committed to quickly delivering features, evaluating their performance, and iterating towards the product vision shared by the company.We are organized in vertical teams that include cross-functional engineers as well as functional guildes aimed at working tightly with the product team to deliver high standards of code while iterating quickly on features.We value open and honest communication and strive to build an environment where opinions and views can be shared and considered in an effort to reach the best decision.Data Graph Team at CrunchbaseThe Crunchbase Data Graph team is a brand-new team that will own and drives the vision of building a knowledge graph out of extensive amounts of unstructured data. It also includes the understanding of the data, categorizes the data, evaluates the data quality, extracts useful knowledge out of the data, and construct knowledge graph on top of the knowledge.",Staff NLP Engineer/Data Scientist,"San Francisco, CA",4.2,Unknown / Non-Applicable,$119K-$187K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
"Brightidea
4.3",-1,2000,"San Francisco, CA",Enterprise Software & Network Solutions,"Data Scientist


at Brightidea
San Francisco

The Role

We are seeking machine learning developers with natural language processing experience.

In general, we are looking for people who are self-motivated and passionate about the field of machine learning and the vast applications of it. These folks will have the ability to work with / understand / and build on top of an existing code base using their deep knowledge of various machine learning algorithms (e.g. neural networks, bayesian methods, etc).

Key responsibilities include, but not limited to:
Build on top of an existing text processing/classification system
Write, maintain, and develop python machine learning modules & repos
Run hyperparameter optimizations + collect, analyze, visualize, and present results
What You Need to Succeed
BS or MS in computer science, mathematics, physics or other hard science/engineering discipline
Programming in Python ~ 2+ years
Numpy, scipy, pandas, Jupyter, and scikit-learn background
Data visualization (e.g. matplotlib, seaborn, bokeh, mpld3, etc)
Ability to implement machine learning algorithms from scratch
Experience with full machine learning pipeline: from data preprocessing, to building/training various models, to hyperparameter optimization, testing, and visualization of results.
Background in deep learning preferred but not required
In Your Application Please Include
A past machine learning project you worked on in which highlights your skills, including: What tools/models did you use? What were some problems you encountered along the way, and how did you solve them?
What Brightidea Offers
Market competitive salary and significant equity in a well-funded, growing company
A chance to impact human creativity
Generous vacation and holidays
Top-notch benefits (healthcare, vision, dental, maternity, paternity, retirement)
A unique opportunity to use your leadership skills, experience, and contacts to build a team and shape the culture of the company.
An incredible team of fun, humble but brilliant co-workers
Background

Helping large companies innovate isn’t easy, but it is vital. Vital to creating new jobs, vital to igniting growth, vital to ensuring a safe, healthy and prosperous future for billions around the globe.

But, innovation at large companies is a mess. Employees often have lots of ideas to improve the business, but, with no formal process, their ideas go unheard, and they eventually give up trying to make a difference. Corporate innovation teams are expected to support a growing list of activities but have historically lacked strong tools designed for the job. Executives, despite having millions to invest, live in fear of disruption, and still have no idea where their “next big idea” will come from, or if it will come at all.

At Brightidea, we’ve built a software platform that’s solving these problems. We’ve been helping organizations be more efficient with the 1.5 trillion dollars invested in R&D annually.

Our Company & Culture

We are a tight-knit, entrepreneurial minded team of self-starters who show up every day with a singular mission: to create a world where the best ideas win. Our primary focus this year is to continue to add exceptionally talented and motivated individuals to the Brightidea team. We are ambitious, bold, highly-collaborative, focused, and we aim to win. We take a humble approach to changing the way corporate R&D teams run innovation challenges.

Anyone joining our company will have the opportunity to shape the culture and be an integral part of setting it up for long term success. If you identify with being humble, T-shaped, and relentlessly resourceful then this could be the perfect team for you to shine in.

Brightidea believes that everyone has the ability to make a difference and that a diverse team generates more innovation and bigger ideas. Just as our product invites organizations to crowd source innovation across their workforce, Brightidea is inclusive and does not discriminate. We accept everybody.",Data Scientist,"San Francisco, CA",4.3,₹1 to ₹5 billion (INR),$119K-$187K (Glassdoor Est.),Information Technology,51 to 200 employees,Company - Private
"Amazon
3.9","Google, Microsoft, Walmart",1994,"Seattle, WA",Internet,"Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the worlds AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, wed like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.

Major responsibilities include:
• Assist customers by being able to deliver a ML project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models with concept-drift monitoring and retraining to deliver business impact to the organization
• Use AWS AI services (e.g., Personalize), ML platforms (SageMaker), and frameworks (e.g., MXNet, TensorFlow, PyTorch, SparkML, scikit-learn) to help our customers build ML models
• Research and implement novel ML approaches, including hardware optimizations on platforms such as AWS Inferentia
• Work with our other Professional Services consultants (Big Data, IoT, HPC) to analyze, extract, normalize, and label relevant data, and with our Professional Services engineers to operationalize customers models after they are prototyped



Basic Qualifications

· · Bachelors degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
· Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
· 4+ years of industry experience in predictive modeling, data science, and analysis
· Experience in an ML engineer or data scientist role building ML models
· Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
· Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
· Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations



Preferred Qualifications

·
· • Maters degree of PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
· • Ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.
· • Publications or presentations in recognized ML journals or conferences
· • Deep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers organization
· • Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment
·
· Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.
·
· Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
·",Data Scientist - Nationwide Opportunities,"San Francisco, CA",3.9,₹500+ billion (INR),$119K-$187K (Glassdoor Est.),Information Technology,10000+ employees,Company - Public
"Tempo Automation
3.9",-1,2013,"San Francisco, CA",Electrical & Electronic Manufacturing,"Tempo Automation is the world's fastest electronics manufacturer. Our software-driven smart factory in the heart of San Francisco merges data, analytics, and automation to deliver new levels of speed, quality, and insights. We make it possible for the world's leading companies in aerospace, medical technology, industrial technology, and beyond to bring new innovations to market faster and better than ever before.

We are looking to hire an experienced and forward-looking Senior Data Scientist to join our engineering team to support disrupting the way electronics are manufactured today! This role is crucial in propelling Tempo Automation forward, using data to optimize factory operations and identify areas of innovation that could make a significant impact on the business. This role will be integral in launching new initiatives to help us garner deep insights toward next level factory efficiency - this is more than tweaking the knobs a few degrees!

You Will:
Formulate, develop, train, and publish machine learning (ML) models
Using ML tools and technologies, work closely with product and manufacturing teams to identify and answer important questions
Advise on set-up and scaling of our data analytics infrastructure
Enjoy working and delivering end-to-end projects independently
Formulate relevant business questions that can be answered using an ML model
Know your tools, and help vet new tools and systems
Understand where data can be leveraged - fully understanding the means and methods of answering questions quantitatively but being able to express conclusions qualitatively
Iterate on your work and analyses, to generate ever-better questions to answer
Apply statistical models to identify root causes and predict future performance
Design, run, and analyze experiments
Understand how to interpret the results of the models you design, how to verify the data, and then translate it into a conclusion or insight for action
Must Have:
Bachelor's degree in Mathematics, Statistics, Computer Science, or related field
4+ years of industry experience in data science broadly
Experience working with AWS (SageMaker, S3, API Gateway a plus), Tableau, Airflow, Lambda, and ElasticSearch or comparable tech stack
Experience with Big Data Technologies (Hadoop, Hive, Hbase, Pig, Spark, etc.)
Strong knowledge of a scientific computing language (R, Python) and SQL
Strong knowledge of statistics (clustering, regression, etc.) and experimental design
Nice to Have:
Masters in a related field
Experience working with manufacturing technology or manufacturing data
Impressive Portfolio of personal Data Science projects
Strong interest in manufacturing optimization and/or PCB
We Provide:
Flexible Vacation - We understand the importance of disconnecting and trust you to manage your time and get your work done. We offer salaried employees an open vacation policy.
Generous Benefits - We value healthy and happy employees. We offer a 401(k) and cover 100% of employee's premium for our competitive base health, dental, and vision package.
Parental Leave - We know you need time to welcome and celebrate each new addition to your family. We offer paid parental leave to make this possible.
Flexible Stock Options - We view options as real compensation. We allow employees who leave after two years of service to exercise their options for up to 7 years.
Snacks & Weekly Lunches - We offer a stacked snack pantry and free company-wide lunch on Friday's to fuel the journey.
San Francisco Office Location - We offer a convenient location with access to Muni, BART and the freeway.
Commuter Benefits - However you get to work, we want to help! We offer all salaried and hourly employees commuter benefits to assist with their journey to and from work.
Transparent and Social Culture - We work better when we're all on the same page. We have regular company-wide meetings to review milestones and metrics, and biweekly socials so our employees have the opportunity to interact with team members from different parts of the company.",Senior Data Scientist,"San Francisco, CA",3.9,₹500 million to ₹1 billion (INR),$119K-$187K (Glassdoor Est.),Manufacturing,51 to 200 employees,Company - Private
